lemma,translit,gloss
γαζοφυλάκιον,gad-zof-oo-lak'-ee-on,treasury
γαλήνη,gal-ay'-nay,calm
γαμέω,gam-eh'-o,marry (a wife)
γαμίσκω,gam-is'-ko,give in marriage
γαστήρ,gas-tare',"belly, + with child, womb"
γείτων,ghi'-tone,neighbour
γελάω,ghel-ah'-o,laugh
γεμίζω,ghem-id'-zo,fill (be) full
γενέσια,ghen-es'-ee-ah,birthday
γενεά,ghen-eh-ah',"age, generation, nation, time"
γενεαλογέω,ghen-eh-al-og-eh'-o,count by descent
γενεαλογία,ghen-eh-al-og-ee'-ah,genealogy
γενετή,ghen-et-ay,birth
γεννάω,ghen-nah'-o,"bear, beget, be born, bring forth, conceive, be delivered of, gender, make, spring"
γεννητός,ghen-nay-tos',they that are born
γερουσία,gher-oo-see'-ah,senate
γεωργέω,gheh-or-gheh'-o,dress
γεωργός,gheh-ore-gos',husbandman
γεύομαι,ghyoo'-om-ahee,"eat, taste"
γεώργιον,gheh-ore'-ghee-on,husbandry
γηράσκω,ghay-ras'-ko,be (wax) old
γινώσκω,ghin-oce'-ko,"allow, be aware (of), feel, (have) know(-ledge), perceived, be resolved, can speak, be sure, understand"
γλεῦκος,glyoo'-kos,new wine
γλυκύς,gloo-koos',"sweet, fresh"
γλωσσόκομον,gloce-sok'-om-on,bag
γλῶσσα,gloce-sah',tongue
γνήσιος,gnay'-see-os,"own, sincerity, true"
γναφεύς,gnaf-yuce',fuller
γνησίως,gnay-see'-ose,naturally
γνωρίζω,gno-rid'-zo,"certify, declare, make known, give to understand, do to wit, wot"
γνωστός,gnoce-tos',"acquaintance, (which may be) known, notable"
γνόφος,gnof'-os,blackness
γνώμη,gno'-may,"advice, + agree, judgment, mind, purpose, will"
γνώστης,gnoce'-tace,expert
γνῶσις,gno'-sis,"knowledge, science"
γογγυσμός,gong-goos-mos',"grudging, murmuring"
γογγυστής,gong-goos-tace',murmurer
γογγύζω,gong-good'-zo,murmur
γονεύς,gon-yooce',parent
γονυπετέω,gon-oo-pet-eh'-o,"bow the knee, kneel down"
γράμμα,gram'-mah,"bill, learning, letter, scripture, writing, written"
γράφω,graf'-o,"describe, write(-ing, -ten)"
γραμματεύς,gram-mat-yooce',"scribe, town-clerk"
γραπτός,grap-tos',written
γραφή,graf-ay',scripture
γραώδης,grah-o'-dace,old wives'
γρηγορεύω,gray-gor-yoo'-o,"be vigilant, wake, (be) watch(-ful)"
γυμνάζω,goom-nad'-zo,exercise
γυμνασία,goom-nas-ee'-ah,exercise
γυμνητεύω,goom-nayt-yoo'-o,be naked
γυμνός,goom-nos',naked
γυμνότης,goom-not'-ace,nakedness
γυνή,goo-nay',"wife, woman"
γυναικάριον,goo-nahee-kar'-ee-on,silly woman
γυναικεῖος,goo-nahee-ki'-os,wife
γωνία,go-nee'-ah,"corner, quarter"
γόης,go'-ace,seducer
γόμος,gom'-os,"burden, merchandise"
γόνυ,gon-oo',knee(X -l)
γῆ,ghay,"country, earth(-ly), ground, land, world"
γῆρας,ghay'-ras,old age
δάκνω,dak'-no,bite
δάκρυ,dak'-roo,tear
δάκτυλος,dak'-too-los,finger
δάμαλις,dam'-al-is,heifer
δάνειον,dan'-i-on,debt
δέ,deh,"also, and, but, moreover, now (often unexpressed in English)"
δέησις,deh'-ay-sis,"prayer, request, supplication"
δέκα,dek'-ah,"(eight-)een, ten"
δέκατος,dek'-at-os,tenth
δένδρον,den'-dron,tree
δέομαι,deh'-om-ahee,"beseech, pray (to), make request"
δέρμα,der'-mah,skin
δέρω,der'-o,"beat, smite"
δέσμη,des-may',bundle
δέσμιος,des'-mee-os,"in bonds, prisoner"
δέχομαι,dekh'-om-ahee,"accept, receive, take"
δέω,deh'-o,"bind, be in bonds, knit, tie, wind"
δή,day,"also, and, doubtless, now, therefore"
δήποτε,day'-pot-eh,(what-)soever
δήπου,day'-poo,verily
δίδραχμον,did'-rakh-mon,tribute
δίδωμι,did'-o-mee,"adventure, bestow, bring forth, commit, deliver (up), give, grant, hinder, make, minister, number, offer, have power, put, receive, set, shew, smite (+ with the hand), strike (+ with the palm of the hand), suffer, take, utter, yield"
δίκαιος,dik'-ah-yos,"just, meet, right(-eous)"
δίκη,dee'-kay,"judgment, punish, vengeance"
δίκτυον,dik'-too-on,net
δίλογος,dil'-og-os,double-tongued
δίς,dece,"again, twice"
δίστομος,dis'-tom-os,"with two edges, two-edged"
δίψος,dip'-sos,thirst
δίψυχος,dip'-soo-khos,double minded
δαίμων,dah'-ee-mown,devil
δαιμονίζομαι,dahee-mon-id'-zom-ahee,"have a (be vexed with, be possessed with) devil(-s)"
δαιμονιώδης,dahee-mon-ee-o'-dace,devilish
δαιμόνιον,dahee-mon'-ee-on,"devil, god"
δακρύω,dak-roo'-o,weep
δακτύλιος,dak-too'-lee-os,ring
δαμάζω,dam-ad'-zo,tame
δανείζω,dan-ide'-zo,"borrow, lend"
δανειστής,dan-ice-tace',creditor
δαπάνη,dap-an'-ay,cost
δαπανάω,dap-an-ah'-o,"be at charges, consume, spend"
δειγματίζω,digh-mat-id'-zo,make a shew
δεικνύω,dike-noo'-o,shew
δειλία,di-lee'-ah,fear
δειλιάω,di-lee-ah'-o,be afraid
δειλός,di-los',fearful
δεινῶς,di-noce',"grievously, vehemently"
δειπνέω,dipe-neh'-o,sup (X -er)
δεισιδαιμονέστερος,dice-ee-dahee-mon-es'-ter-os,too superstitious
δεισιδαιμονία,dice-ee-dahee-mon-ee'-ah,superstition
δεκάτη,dek-at'-ay,"tenth (part), tithe"
δεκαδύο,dek-ad-oo'-o,twelve
δεκαπέντε,dek-ap-en'-teh,fifteen
δεκατέσσαρες,dek-at-es'-sar-es,fourteen
δεκατόω,dek-at-o'-o,pay (receive) tithes
δεκτός,dek-tos',accepted(-table)
δελεάζω,del-eh-ad'-zo,"allure, beguile, entice"
δεξιολάβος,dex-ee-ol-ab'-os,spearman
δεξιός,dex-ee-os',"right (hand, side)"
δερμάτινος,der-mat'-ee-nos,"leathern, of a skin"
δεσμέω,des-meh'-o,bind
δεσμεύω,des-myoo'-o,bind
δεσμοφύλαξ,des-mof-oo'-lax,"jailor, keeper of the prison"
δεσμωτήριον,des-mo-tay'-ree-on,prison
δεσμόν,des-mon',"band, bond, chain, string"
δεσμώτης,des-mo'-tace,prisoner
δεσπότης,des-pot'-ace,"Lord, master"
δευτεραῖος,dyoo-ter-ah'-yos,next day
δευτερόπρωτος,dyoo-ter-op'-ro-tos,second … after the first
δεύτερος,dyoo'-ter-os,"afterward, again, second(-arily, time)"
δεῖ,die,"behoved, be meet, must (needs), (be) need(-ful), ought, should"
δεῖγμα,digh'-mah,example
δεῖνα,di'-nah,such a man
δεῖπνον,dipe'-non,"feast, supper"
δεῦρο,dyoo'-ro,"come (hither), hither(-to)"
δεῦτε,dyoo'-teh,"come, X follow"
δηλόω,day-lo'-o,"declare, shew, signify"
δημηγορέω,day-may-gor-eh'-o,make an oration
δημιουργός,day-me-oor-gos',maker
δημόσιος,day-mos'ee-os,"common, openly, publickly"
δηνάριον,day-nar'-ee-on,"pence, penny(-worth)"
διΐστημι,dee-is'-tay-mee,"go further, be parted, after the space of"
διά,dee-ah',"after, always, among, at, to avoid, because of (that), briefly, by, for (cause) … fore, from, in, by occasion of, of, by reason of, for sake, that, thereby, therefore, X though, through(-out), to, wherefore, with (-in)"
διάβολος,dee-ab'-ol-os,"false accuser, devil, slanderer"
διάγνωσις,dee-ag'-no-sis,hearing
διάγω,dee-ag'-o,"lead life, living"
διάδημα,dee-ad'-ay-mah,crown
διάδοχος,dee-ad'-okh-os,room
διάκονος,dee-ak'-on-os,"deacon, minister, servant"
διάκρισις,dee-ak'-ree-sis,"discern(-ing), disputation"
διάλεκτος,dee-al'-ek-tos,"language, tongue"
διάνοια,dee-an'-oy-ah,"imagination, mind, understanding"
διάστημα,dee-as'-tay-mah,space
διάταγμα,dee-at'-ag-mah,commandment
διάφορος,dee-af'-or-os,"differing, divers, more excellent"
διέξοδος,dee-ex'-od-os,highway
διέρχομαι,dee-er'-khom-ahee,"come, depart, go (about, abroad, everywhere, over, through, throughout), pass (by, over, through, throughout), pierce through, travel, walk through"
διήγεσις,dee-ayg'-es-is,declaration
διαίρεσις,dee-ah'-ee-res-is,"difference, diversity"
διαβάλλω,dee-ab-al'-lo,accuse
διαβαίνω,dee-ab-ah'-ee-no,"come over, pass (through)"
διαβεβαιόομαι,dee-ab-eb-ahee-o'-om-ahee,affirm constantly
διαβλέπω,dee-ab-lep'-o,see clearly
διαγίνομαι,dee-ag-in'-om-ahee,"X after, be past, be spent"
διαγγέλλω,de-ang-gel'-lo,"declare, preach, signify"
διαγινώσκω,dee-ag-in-o'-sko,"(would) enquire, know the uttermost"
διαγνωρίζω,dee-ag-no-rid'-zo,make known
διαγογγύζω,dee-ag-ong-good'-zo,murmur
διαγρηγορέω,dee-ag-ray-gor-eh'-o,be awake
διαδέχομαι,dee-ad-ekh'-om-ahee,come after
διαδίδωμι,dee-ad-id'-o-mee,"(make) distribute(-ion), divide, give"
διαζώννυμι,dee-az-own'-noo-mee,gird
διαθήκη,dee-ath-ay'-kay,"covenant, testament"
διαιρέω,dee-ahee-reh'-o,divide
διακαθαρίζω,dee-ak-ath-ar-id'-zo,thoroughly purge
διακατελέγχομαι,dee-ak-at-el-eng'-khom-ahee,convince
διακονέω,dee-ak-on-eh'-o,"(ad-)minister (unto), serve, use the office of a deacon"
διακονία,dee-ak-on-ee'-ah,"(ad-)minister(-ing, -tration, -try), office, relief, service(-ing)"
διακούομαι,dee-ak-oo'-om-ahee,hear
διακρίνω,dee-ak-ree'-no,"contend, make (to) differ(-ence), discern, doubt, judge, be partial, stagger, waver"
διακωλύω,dee-ak-o-loo'-o,forbid
διακόσιοι,dee-ak-os'-ee-oy,two hundred
διαλέγομαι,dee-al-eg'-om-ahee,"dispute, preach (unto), reason (with), speak"
διαλαλέω,dee-al-al-eh'-o,"commune, noise abroad"
διαλείπω,dee-al-i'-po,cease
διαλλάσσω,dee-al-las'-so,reconcile
διαλογίζομαι,dee-al-og-id'-zom-ahee,"cast in mind, consider, dispute, muse, reason, think"
διαλογισμός,dee-al-og-is-mos',"dispute, doubtful(-ing), imagination, reasoning, thought"
διαλύω,dee-al-oo'-o,scatter
διαμάχομαι,dee-am-akh'-om-ahee,strive
διαμένω,dee-am-en'-o,"continue, remain"
διαμαρτύρομαι,dee-am-ar-too'-rom-ahee,"charge, testify (unto), witness"
διαμερίζω,dee-am-er-id'-zo,"cloven, divide, part"
διαμερισμός,dee-am-er-is-mos',division
διανέμω,dee-an-em'-o,spread
διανεύω,dee-an-yoo'-o,beckon
διανοίγω,dee-an-oy'-go,open
διανυκτερεύω,dee-an-ook-ter-yoo'-o,continue all night
διανόημα,dee-an-o'-ay-mah,thought
διανύω,dee-an-oo'-o,finish
διαπαντός,dee-ap-an-tos',"alway(-s), continually"
διαπεράω,dee-ap-er-ah'-o,"go over, pass (over), sail over"
διαπλέω,dee-ap-leh'-o,sail over
διαπονέω,dee-ap-on-eh'-o,be grieved
διαπορέω,dee-ap-or-eh'-o,"(be in) doubt, be (much) perplexed"
διαπορεύομαι,dee-ap-or-yoo'-om-ahee,"go through, journey in, pass by"
διαπρίω,dee-ap-ree'-o,cut (to the heart)
διαπραγματεύομαι,dee-ap-rag-mat-yoo'-om-ahee,gain by trading
διαρπάζω,dee-ar-pad'-zo,spoil
διασαφέω,dee-as-af-eh'-o,tell unto
διασείω,dee-as-i'-o,do violence to
διασκορπίζω,dee-as-kor-pid'-zo,"disperse, scatter (abroad), strew, waste"
διασπάω,dee-as-pah'-o,"pluck asunder, pull in pieces"
διασπείρω,dee-as-pi'-ro,scatter abroad
διασπορά,dee-as-por-ah',(which are) scattered (abroad)
διαστέλλομαι,dee-as-tel'-lom-ahee,"charge, that which was (give) commanded(-ment)"
διαστολή,dee-as-tol-ay',"difference, distinction"
διαστρέφω,dee-as-tref'-o,"perverse(-rt), turn away"
διασώζω,dee-as-odze'-o,"bring safe, escape (safe), heal, make perfectly whole, save"
διατάσσω,dee-at-as'-so,"appoint, command, give, (set in) order, ordain"
διατί,dee-at-ee',"wherefore, why"
διατίθεμαι,dee-at-ith'-em-ahee,"appoint, make, testator"
διαταγή,dee-at-ag-ay',instrumentality
διαταράσσω,dee-at-ar-as'-so,trouble
διατελέω,dee-at-el-eh'-o,continue
διατηρέω,dee-at-ay-reh'-o,keep
διατρίβω,dee-at-ree'-bo,"abide, be, continue, tarry"
διατροφή,dee-at-rof-ay',food
διαυγάζω,dee-ow-gad'-zo,dawn
διαφέρω,dee-af-er'-o,"be better, carry, differ from, drive up and down, be (more) excellent, make matter, publish, be of more value"
διαφανής,dee-af-an-ace',transparent
διαφεύγω,dee-af-yoo'-go,escape
διαφημίζω,dee-af-ay-mid'-zo,"blaze abroad, commonly report, spread abroad, fame"
διαφθείρω,dee-af-thi'-ro,"corrupt, destroy, perish"
διαφθορά,dee-af-thor-ah',corruption
διαφυλάσσω,dee-af-oo-las'-so,keep
διαχειρίζομαι,dee-akh-i-rid'-zom-ahee,"kill, slay"
διαχωρίζομαι,dee-akh-o-rid'-zom-ahee,depart
διαῤῥήσσω,dee-ar-hrayce'-so,"break, rend"
διδάσκαλος,did-as'-kal-os,"doctor, master, teacher"
διδάσκω,did-as'-ko,teach
διδακτικός,did-ak-tik-os',apt to teach
διδακτός,did-ak-tos',"taught, which … teacheth"
διδασκαλία,did-as-kal-ee'-ah,"doctrine, learning, teaching"
διδαχή,did-akh-ay',"doctrine, hath been taught"
διεγείρω,dee-eg-i'-ro,"arise, awake, raise, stir up"
διερμηνευτής,dee-er-main-yoo-tace',interpreter
διερμηνεύω,dee-er-main-yoo'-o,"expound, interpret(-ation)"
διερωτάω,dee-er-o-tah'-o,make enquiry for
διετής,dee-et-ace',two years old
διετία,dee-et-ee'-a,two years
διηγέομαι,dee-ayg-eh'-om-ahee,"declare, shew, tell"
διηνεκής,dee-ay-nek-es',"+ continually, for ever"
διθάλασσος,dee-thal'-as-sos,where two seas meet
δικαίωμα,dik-ah'-yo-mah,"judgment, justification, ordinance, righteousness"
δικαίως,dik-ah'-yoce,"justly, (to) righteously(-ness)"
δικαίωσις,dik-ah'-yo-sis,justification
δικαιοκρισία,dik-ah-yok-ris-ee'-ah,righteous judgment
δικαιοσύνη,dik-ah-yos-oo'-nay,righteousness
δικαιόω,dik-ah-yo'-o,"free, justify(-ier), be righteous"
δικαστής,dik-as-tace',judge
διοδεύω,dee-od-yoo'-o,"go throughout, pass through"
διοπετής,dee-op-et'-ace,which fell down from Jupiter
διορύσσω,dee-or-oos'-so,break through (up)
διπλοῦς,dip-looce',"double, two-fold more"
διπλόω,dip-lo'-o,double
διστάζω,dis-tad'-zo,doubt
δισχίλιοι,dis-khil'-ee-oy,two thousand
διχάζω,dee-khad'-zo,set at variance
διχοστασία,dee-khos-tas-ee'-ah,"division, sedition"
διχοτομέω,dee-khot-om-eh'-o,cut asunder (in sunder)
διψάω,dip-sah'-o,"(be, be a-)thirst(-y)"
διωγμός,dee-ogue-mos',persecution
διϊκνέομαι,dee-ik-neh'-om-ahee,pierce
διϊσχυρίζομαι,dee-is-khoo-rid'-zom-ahee,confidently (constantly) affirm
διϋλίζω,dee-oo-lid'-zo,strain at (probably by misprint)
διό,dee-o',"for which cause, therefore, wherefore"
διόπερ,dee-op'-er,wherefore
διόρθωσις,dee-or'-tho-sis,reformation
διότι,dee-ot'-ee,"because (that), for, therefore"
διώκτης,dee-oke'-tace,persecutor
διώκω,dee-o'-ko,"ensue, follow (after), given to, (suffer) persecute(-ion), press forward"
δογματίζω,dog-mat-id'-zo,be subject to ordinances
δοκέω,dok-eh'-o,"be accounted, (of own) please(-ure), be of reputation, seem (good), suppose, think, trow"
δοκίμιον,dok-im'-ee-on,"trial, trying"
δοκιμάζω,dok-im-ad'-zo,"allow, discern, examine, X like, (ap-)prove, try"
δοκιμή,dok-ee-may',"experience(-riment), proof, trial"
δοκός,dok-os',beam
δολιόω,dol-ee-o'-o,use deceit
δολόω,dol-o'-o,handle deceitfully
δοξάζω,dox-ad'-zo,"(make) glorify(-ious), full of (have) glory, honour, magnify"
δουλαγωγέω,doo-lag-ogue-eh'-o,bring into subjection
δουλεία,doo-li'-ah,bondage
δουλεύω,dool-yoo'-o,"be in bondage, (do) serve(-ice)"
δουλόω,doo-lo'-o,"bring into (be under) bondage, X given, become (make) servant"
δοχή,dokh-ay',feast
δούλη,doo'-lay,handmaid(-en)
δοῦλον,doo'-lon,servant
δοῦλος,doo'-los,"bond(-man), servant"
δράκων,drak'-own,dragon
δράσσομαι,dras'-som-ahee,take
δρέπανον,drep'-an-on,sickle
δραχμή,drakh-may',piece (of silver)
δρόμος,drom'-os,course
δυνάστης,doo-nas'-tace,"of great authority, mighty, potentate"
δυναμόω,doo-nam-o'-o,strengthen
δυνατέω,doo-nat-eh'-o,be mighty
δυνατός,doo-nat-os',"able, could, (that is) mighty (man), possible, power, strong"
δυσ-,doos,"+ hard, + grievous, etc"
δυσβάστακτος,doos-bas'-tak-tos,grievous to be borne
δυσεντερία,doos-en-ter-ee'-ah,bloody flux
δυσερμήνευτος,doos-er-mane'-yoo-tos,hard to be uttered
δυσκόλως,doos-kol'-oce,hardly
δυσμή,doos-may',west
δυσνόητος,doos-no'-ay-tos,hard to be understood
δυσφημία,doos-fay-mee'-ah,evil report
δωδέκατος,do-dek'-at-os,twelfth
δωδεκάφυλον,do-dek-af'-oo-lon,twelve tribes
δωρέομαι,do-reh'-om-ahee,give
δωρεά,do-reh-ah',gift
δωρεάν,do-reh-an',"without a cause, freely, for naught, in vain"
δόγμα,dog'-mah,"decree, ordinance"
δόκιμος,dok'-ee-mos,"approved, tried"
δόλιος,dol'-ee-os,deceitful
δόλος,dol'-os,"craft, deceit, guile, subtilty"
δόμα,dom'-ah,gift
δόξα,dox'-ah,"dignity, glory(-ious), honour, praise, worship"
δόσις,dos'-is,"gift, giving"
δότης,dot'-ace,giver
δύναμαι,doo'-nam-ahee,"be able, can (do, + -not), could, may, might, be possible, be of power"
δύναμις,doo'-nam-is,"ability, abundance, meaning, might(-ily, -y, -y deed), (worker of) miracle(-s), power, strength, violence, mighty (wonderful) work"
δύνω,doo'-no,set
δύο,doo'-o,"both, twain, two"
δύσκολος,doo'-kol-os,hard
δώδεκα,do'-dek-ah,twelve
δώρημα,do'-ray-mah,gift
δῆλος,day'-los,"+ bewray, certain, evident, manifest"
δῆμος,day'-mos,people
δῶμα,do'-mah,housetop
δῶρον,do'-ron,"gift, offering"
εἰ,i,"forasmuch as, if, that, (al-)though, whether"
εἰ δὲ μή(γε),i deh may'-(gheh),"(or) else, if (not, otherwise), otherwise"
εἰ καί,i kahee,"if (that), though"
εἰ μή,i may,"but, except (that), if not, more than, save (only) that, saving, till"
εἰ μή τι,i may tee,except
εἰδωλεῖον,i-do-li'-on,idol's temple
εἰδωλολάτρης,i-do-lol-at'-race,idolater
εἰδωλολατρεία,i-do-lol-at-ri'-ah,idolatry
εἰδωλόθυτον,i-do-loth'-oo-ton,"(meat, thing that is) offered (in sacrifice, sacrificed) to (unto) idols"
εἰκών,i-kone',image
εἰκῆ,i-kay',"without a cause, (in) vain(-ly)"
εἰλικρίνεια,i-lik-ree'-ni-ah,sincerity
εἰλικρινής,i-lik-ree-nace',"pure, sincere"
εἰμί,i-mee',"am, have been, X it is I, was"
εἰρήνη,i-ray'-nay,"one, peace, quietness, rest, + set at one again"
εἰρηνεύω,i-rane-yoo'-o,"be at (have, live in) peace, live peaceably"
εἰρηνικός,i-ray-nee-kos',peaceable
εἰρηνοποιέω,i-ray-nop-oy-eh'-o,make peace
εἰρηνοποιός,i-ray-nop-oy-os',peacemaker
εἰς,ice,"(abundant-)ly, against, among, as, at, (back-)ward, before, by, concerning, + continual, + far more exceeding, for (intent, purpose), fore, + forth, in (among, at, unto, -so much that, -to), to the intent that, + of one mind, + never, of, (up-)on, + perish, + set at one again, (so) that, therefore(-unto), throughout, til, to (be, the end, -ward), (here-)until(-to), …ward, (where-)fore, with"
εἰσάγω,ice-ag'-o,"bring in(-to), (+ was to) lead into"
εἰσέρχομαι,ice-er'-khom-ahee,"X arise, come (in, into), enter in(-to), go in (through)"
εἰσί,i-see',"agree, are, be, dure, X is, were"
εἰσακούω,ice-ak-oo'-o,hear
εἰσδέχομαι,ice-dekh'-om-ahee,receive
εἰσκαλέω,ice-kal-eh'-o,call in
εἰσπηδάω,ice-pay-dah'-o,run (spring) in
εἰσπορεύομαι,ice-por-yoo'-om-ahee,"come (enter) in, go into"
εἰστρέχω,ice-trekh'-o,run in
εἰσφέρω,ice-fer'-o,"bring (in), lead into"
εἱλίσσω,hi-lis'-so,roll together
εἴ περ,i per,"if so be (that), seeing, though"
εἴ πως,i poce,if by any means
εἴ τις,i tis,"he that, if a(-ny) man('s thing, from any, ought), whether any, whosoever"
εἴγε,i'-gheh,"if (so be that, yet)"
εἴδω,i'-do,"be aware, behold, X can (+ not tell), consider, (have) know(-ledge), look (on), perceive, see, be sure, tell, understand, wish, wot"
εἴδωλον,i'-do-lon,idol
εἴην,i'-ane,"mean, + perish, should be, was, were"
εἴκοσι,i'-kos-ee,twenty
εἴκω,i'-ko,be like
εἴσειμι,ice'-i-mee,enter (go) into
εἴσοδος,ice'-od-os,"coming, enter(-ing) in (to)"
εἴτε,i'-teh,"if, or, whether"
εἶ,i,"art, be"
εἶδος,i'-dos,"appearance, fashion, shape, sight"
εἶναι,i'-nahee,"am, was"
εἶτα,i'-tah,"after that(-ward), furthermore, then"
εἷς,hice,"a(-n, -ny, certain), + abundantly, man, one (another), only, other, some"
εἷς καθ’ εἷς,hice kath hice,one by one
εὐάρεστος,yoo-ar'-es-tos,"acceptable(-ted), wellpleasing"
εὐαγγέλιον,yoo-ang-ghel'-ee-on,gospel
εὐαγγελίζω,yoo-ang-ghel-id'-zo,"declare, bring (declare, show) glad (good) tidings, preach (the gospel)"
εὐαγγελιστής,yoo-ang-ghel-is-tace',evangelist
εὐαρέστως,yoo-ar-es'-toce,"acceptably, + please well"
εὐαρεστέω,yoo-ar-es-teh'-o,please (well)
εὐγενής,yoog-en'-ace,"more noble, nobleman"
εὐδία,yoo-dee'-ah,fair weather
εὐδοκέω,yoo-dok-eh'-o,"think good, (be well) please(-d), be the good (have, take) pleasure, be willing"
εὐδοκία,yoo-dok-ee'-ah,"desire, good pleasure (will), X seem good"
εὐεργέτης,yoo-erg-et'-ace,benefactor
