strong,lemma,translit,gloss
H1904,הָגָר,haw-gawr',Hagar
H1905,הַגְרִי,hag-ree',"Hagarene, Hagarite, Haggeri"
H1906,הֵד,hade,sounding again
H1907,הַדָּבָר,had-daw-bawr',counsellor
H1908,הֲדָד,had-ad',Hadad
H1909,הֲדַדְעָ֫זֶר,had-ad-eh'-zer,Hadadezer
H1910,הֲדַדְרִמּוֹן,had-ad-rim-mone',Hadad-rimmon
H1911,הָדָה,haw-daw',put
H1912,NONE,ho'-doo,India
H1913,הֲדֹרָם,had-o-rawm',Hadoram
H1914,הִדַּי,hid-dah'ee,Hiddai
H1915,הָדַך,haw-dak',tread down
H1916,הֲדֹם,had-ome',(foot-)stool
H1917,הַדָּמִין,had-dawm',piece
H1918,הֲדַס,had-as',myrtle (tree)
H1919,הֲדַסָּה,had-as-saw',Hadassah
H1920,הָדַף,haw-daf',"cast away (out), drive, expel, thrust (away)"
H1921,הָדַר,haw-dar',"countenance, crooked place, glorious, honour, put forth"
H1922,הֲדַר,had-ar',"glorify, honour"
H1923,הַדְרָה,had-ar',"honour, majesty"
H1924,הֲדַר,had-ar',Hadar
H1925,הֶ֫דֶר,heh'-der,glory
H1926,הָדָר,haw-dawr',"beauty, comeliness, excellency, glorious, glory, goodly, honour, majesty"
H1927,הַדְרַת,had-aw-raw',"beauty, honour"
H1928,הֲדַרְעָ֫זֶר,had-ar-eh'-zer,Hadarezer
H1929,הָהּ,haw,woe worth
H1930,הוֹ,ho,alas
H1931,הוּא,hoo,"he, as for her, him(-self), it, the same, she (herself), such, that ("
H1932,הוּ,hoo,"X are, it, this"
H1933,הָוָה,haw-vaw',"be, X have"
H1934,הֲוָא,hav-aw',"be, become, + behold, + came (to pass), + cease, + cleave, + consider, + do, + give, + have, + judge, + keep, + labour, + mingle (self), + put, + see, + seek, + set, + slay, + take heed, tremble, + walk, + would"
H1935,הוֹד,hode,"beauty, comeliness, excellency, glorious, glory, goodly, honour, majesty"
H1936,הוֹד,hode,Hod
H1937,הוֹדְוָה,ho-dev-aw',Hodevah
H1938,הוֹדַוְיָה,ho-dav-yaw',Hodaviah
H1939,הֹדַיְוָ֫הוּ,ho-dah-yeh-vaw'-hoo,Hodaiah
H1940,הוֹדִיָּה,ho-dee-yaw',Hodiah
H1941,הוֹדִיָּה,ho-dee-yaw',Hodijah
H1942,הַוַּת,hav-vaw',"calamity, iniquity, mischief, mischievous (thing), naughtiness, naughty, noisome, perverse thing, substance, very wickedness"
H1943,הֹוָה,ho-vaw',mischief
H1944,NONE,ho-hawm',Hoham
H1945,הוֹי,hoh'ee,"ah, alas, ho, O, woe"
H1946,הוּך,hook,"bring again, come, go (up)"
H1947,הוֹלֵלוֹת,ho-lay-law',madness
H1948,הוֹלֵלוּת,ho-lay-looth',madness
H1949,הוּם,hoom,"destroy, move, make a noise, put, ring again"
H1950,הוֹמָם,ho-mawm',Homam
H1951,הוּן,hoon,be ready
H1952,הוֹן,hone,"enough, + for nought, riches, substance, wealth"
H1953,הוֹשָׁמָע,ho-shaw-maw',Hoshama
H1954,הוֹשֵׁ֫עַ,ho-shay'-ah,"Hosea, Hoshea, Oshea"
H1955,הוֹשַׁעֲיָה,ho-shah-yaw',Hoshaiah
H1956,הוֹתִיר,ho-theer',Hothir
H1957,הָזָה,haw-zaw',sleep
H1958,הִי,he,woe
H1959,הֵידָד,hay-dawd',shout(-ing)
H1960,הֻיְּדוֹת,hoo-yed-aw',thanksgiving
H1961,הָיָה,haw-yaw,"beacon, X altogether, be(-come), accomplished, committed, like), break, cause, come (to pass), do, faint, fall, + follow, happen, X have, last, pertain, quit (one-)self, require, X use"
H1962,הַיַּת,hah-yaw',calamity
H1963,NONE,hake,how
H1964,הֵיכָל,hay-kawl',"palace, temple"
H1965,הֵיכַל,hay-kal',"palace, temple"
H1966,הֵילֵל,hay-lale',lucifer
H1967,הֵימָם,hay-mawm',Hemam
H1968,הֵימָן,hay-mawn',Heman
H1969,הִין,heen,hin
H1970,הָכַר,haw-kar',make self strange
H1971,הַכָּרַת,hak-kaw-raw',shew
H1972,NONE,haw-law',cast far off
H1973,הָלְאָה,haw-leh-aw',"back, beyond, (hence,-)forward, hitherto, thence,forth, yonder"
H1974,הִלּוּלִים,hil-lool',"merry, praise"
H1975,הַלָּז,hal-lawz',"side, that, this"
H1976,הַלָּזֶה,hal-law-zeh',this
H1977,הַלֵּזוּ,hal-lay-zoo',this
H1978,הֲלִיכִים,haw-leek',step
H1979,הֲלִיכַת,hal-ee-kaw',"company, going, walk, way"
H1980,הָלַך,haw-lak',"(all) along, apace, behave (self), come, (on) continually, be conversant, depart, + be eased, enter, exercise (self), + follow, forth, forward, get, go (about, abroad, along, away, forward, on, out, up and down), + greater, grow, be wont to haunt, lead, march, X more and more, move (self), needs, on, pass (away), be at the point, quite, run (along), + send, speedily, spread, still, surely, + tale-bearer, + travel(-ler), walk (abroad, on, to and fro, up and down, to places), wander, wax, (way-)faring man, X be weak, whirl"
H1981,הֲלַך,hal-ak',walk
H1982,הֵ֫לֶך,hay'-lek,"X dropped, traveller"
H1983,הֲלָך,hal-awk',custom
H1984,הָלַל,haw-lal',"(make) boast (self), celebrate, commend, (deal, make), fool(- ish, -ly), glory, give (light), be (make, feign self) mad (against), give in marriage, (sing, be worthy of) praise, rage, renowned, shine"
H1985,הִלֵּל,hil-layl',Hillel
H1986,הָלַם,haw-lam',"beat (down), break (down), overcome, smite (with the hammer)"
H1987,הֵ֫לֶם,hay'-lem,Helem
H1988,הֲלֹם,hal-ome',"here, hither(-(to)), thither"
H1989,הַלְמוּת,hal-mooth',hammer
H1990,הָם,hawm,Ham
H1991,הֱמֵי,haym,any of theirs
H1992,הֵם,haym,"it, like, X (how, so) many (soever, more as) they (be), (the) same, X so, X such, their, them, these, they, those, which, who, whom, withal, ye"
H1993,הָמָה,haw-maw',"clamorous, concourse, cry aloud, be disquieted, loud, mourn, be moved, make a noise, rage, roar, sound, be troubled, make in tumult, tumultuous, be in an uproar"
H1994,הִמּוֹ,him-mo',"X are, them, those"
H1995,הָמוֹן,haw-mone',"abundance, company, many, multitude, multiply, noise, riches, rumbling, sounding, store, tumult"
H1996,הֲמוֹן גּוֹג,ham-one' gohg,Hamogog
H1997,הֲמוֹנָה,ham-o-naw',Hamonah
H1998,הֶמְיַת,hem-yaw',noise
H1999,הֲמֻלָּה,ham-ool-law',"speech, tumult"
H2000,הָמַם,haw-mam',"break, consume, crush, destroy, discomfit, trouble, vex"
H2001,הָמָן,haw-mawn',Haman
H2002,NONE,ham-neek',chain
H2003,הֲמָסִים,haw-mawce',melting
H2004,הֵן,hane,"X in, such like, (with) them, thereby, therein, (more than) they, wherein, in which, whom, withal"
H2005,הֵן,hane,"behold, if, lo, though"
H2006,הֵן,hane,"(that) if, or, whether"
H2007,הֵ֫נָּה,hane'-naw,"X in, X such (and such things), their, (into) them, thence, therein, these, they (had), on this side, whose, wherein"
H2008,הֵ֫נָּה,hane'-naw,"here, hither(-to), now, on this (that) side, + since, this (that) way, thitherward, + thus far, to"
H2009,הִנֵּה,hin-nay',"behold, lo, see"
H2010,הֲנָחָה,han-aw-khaw',release
H2011,הִנֹּם,hin-nome',Hinnom
H2012,הֵנַע,hay-nah',Hena
H2013,הָסָה,haw-saw',"hold peace (tongue), (keep) silence, be silent, still"
H2014,הֲפֻגוֹת,haf-oo-gaw',intermission
H2015,הָפַך,haw-fak',"X become, change, come, be converted, give, make (a bed), overthrow (-turn), perverse, retire, tumble, turn (again, aside, back, to the contrary, every way)"
H2016,הֵ֫פֶך,heh'-fek,contrary
H2017,הָ֫פֶך,ho'-fek,turning of things upside down
H2018,הֲפֵכָה,haf-ay-kaw',overthrow
H2019,הֲפַכְפַּך,haf-ak-pak',froward
H2020,הַצָּלָה,hats-tsaw-law',deliverance
H2021,הֹ֫צֶן,ho'-tsen,chariot
H2022,הָר,har,"hill (country), mount(-ain), X promotion"
H2023,הֹר,hore,Hor
H2024,הָרָא,haw-raw',Hara
H2025,הַרְאֵל,har-ale',altar
H2026,הָרַג,haw-rag',"destroy, out of hand, kill, murder(-er), put to (death), make (slaughter), slay(-er), X surely"
H2027,הֶ֫רֶג,heh'-reg,"be slain, slaughter"
H2028,הֲרֵגָה,har-ay-gaw',slaughter
H2029,הָרָה,haw-raw',"been, be with child, conceive, progenitor"
H2030,הָרָה,haw-reh',"(be, woman) with child, conceive, X great"
H2031,הַרְהֹרִין,har-hor',thought
H2032,הֵרָיוֹן,hay-rone',conception
H2033,הֲרוֹרִי,har-o-ree',Harorite
H2034,הֲרִסֹת,har-ee-saw',ruin
H2035,הֲרִסֻת,har-ee-sooth',destruction
H2036,הֹרָם,ho-rawm',Horam
H2037,הָרוּם,haw-room',Harum
H2038,הַרְמ֫וֹנָה,har-mone',palace
H2039,הָרָן,haw-rawn',Haran
H2040,הָרַס,haw-ras',"beat down, break (down, through), destroy, overthrow, pluck down, pull down, ruin, throw down, X utterly"
H2041,הֶ֫רֶס,heh'-res,destruction
H2042,הָ֫רַר,haw-rawr',"hill, mount(-ain)"
H2043,הָרָרִי,hah-raw-ree',Hararite
H2044,הָשֵׁם,haw-shame',Hashem
H2045,הַשְׁמָעוּת,hashmaw-ooth',to cause to hear
H2046,הִתּוּך,hit-took',is melted
H2047,הֲתָך,hath-awk',Hatach
H2048,הָתַל,haw-thal',"deal deceitfully, deceive, mock"
H2049,הֲתֻלִּים,haw-thole',mocker
H2050,הָתַת,haw-thath',imagine mischief
H2051,וְדָן,ved-awn',Dan also
H2052,וָהֵב,vaw-habe',what he did
H2053,וָוִים,vaw,hook
H2054,וָזָר,vaw-zawr',X strange
H2055,NONE,vah-yez-aw'-thaw,Vajezatha
H2056,וָלָד,vaw-lawd',child
H2057,וַנְיָה,van-yaw',Vaniah
H2058,וָפְסִי,vof-see',Vophsi
H2059,וַשְׁנִי,vash-nee',Vashni
H2060,וַשְׁתִּי,vash-tee',Vashti
H2061,זְאֵב,zeh-abe',wolf
H2062,זְאֵב,zeh-abe',Zeeb
H2063,זֹאת,zothe',"hereby (-in, -with), it, likewise, the one (other, same), she, so (much), such (deed), that, therefore, these, this (thing), thus"
H2064,זָבַד,zaw-bad',endure
H2065,זֵ֫בֶד,zeh'-bed,dowry
H2066,זָבָד,zaw-bawd',Zabad
H2067,זַבְדִּי,zab-dee',Zabdi
H2068,זַבְדִּיאֵל,zab-dee-ale',Zabdiel
H2069,זְבַדְיָה,zeb-ad-yaw',Zebadiah
H2070,זְבוּב,zeb-oob',fly
H2071,זָבוּד,zaw-bood',Zabud
H2072,זַבּוּד,zab-bood',Zabbud
H2073,זְבֻל,ze-bool',"dwell in, dwelling, habitation"
H2074,זְבוּלוּן,zeb-oo-loon',Zebulun
H2075,זְבוּלֹנִי,zeb-oo-lo-nee',Zebulonite
H2076,זָבַח,zaw-bakh',"kill, offer, (do) sacrifice, slay"
H2077,זֶ֫בַח,zeh'-bakh,"offer(- ing), sacrifice"
H2078,זֶ֫בַח,zeh'-bakh,Zebah
H2079,זַבַּי,zab-bah'-ee,Zabbai
H2080,זְבִידָה,zeb-ee-daw',Zebudah
H2081,זְבִינָא,zeb-ee-naw',Zebina
H2082,זָבַל,zaw-bal',dwell with
H2083,זְבֻל,zeb-ool',Zebul
H2084,זְבַן,zeb-an',gain
H2085,זָג,zawg,husk
H2086,זֵד,zade',"presumptuous, proud"
H2087,זָדוֹן,zaw-done',"presumptuously, pride, proud (man)"
H2088,זֶה,zeh,"he, X hence, X here, it(-self), X now, X of him, the one"
H2089,שֶׂה,zeh,lamb
H2090,זוֹ,zo,"as well as another, it, this, that, thus and thus"
H2091,זָהָב,zaw-hawb',"gold(-en), fair weather"
H2092,זָהַם,zaw-ham',abhor
H2093,זָ֫הַם,zah'-ham,Zaham
H2094,זָהַר,zaw-har',"admonish, shine, teach, (give) warn(-ing)"
H2095,זְהַר,zeh-har',take heed
H2096,זֹ֫הַר,zo'-har,brightness
H2097,זוֹ,zo,"that, this"
H2098,זוּ,zoo,"that, this, X wherein, which, whom"
H2099,זִו,zeev',Zif
H2100,זוּב,zoob,"flow, gush out, have a (running) issue, pine away, run"
H2101,זוֹב,zobe,issue
H2102,זִיד,zood,"be proud, deal proudly, & presume, (come) presumptuously, sod"
H2103,זוּד,zood,in pride
H2104,זוּזִים,zoo-zeem',Zuzims
H2105,זוֹחֵת,zo-khayth',Zoheth
H2106,זָוִיּוֹת,zaw-veeth',corner(stone)
H2107,זוּל,zool,"lavish, despise"
H2108,זוּלַת,zoo-law',"beside, but, only, save"
H2109,זוּן,zoon,feed
H2110,זוּן,zoon,feed
H2111,ז֫וּעַ,zoo'-ah,"move, tremble, vex"
H2112,ז֫וּעַ,zoo'-ah,tremble
H2113,זְוָעָה,zev-aw-aw',"be removed, trouble, vexation"
H2114,זוּר,zoor,"(come from) another (man, place), fanner, go away, (e-)strange(-r, thing, woman)"
H2115,זוּר,zoor,"close, rush, thrust together"
H2116,זוּרֶה,zoo-reh',that which is crushed
H2117,זָזָא,zaw-zaw',Zaza
H2118,זָחַח,zaw-khakh',loose
H2119,זָחַל,zaw-khal',"be afraid, serpent, worm"
H2120,זֹחֶ֫לֶת,zo-kheh'-leth,Zoheleth
H2121,זֵידוֹנִים,zay-dohn',proud
H2122,זִיו,zeev,"brightness, countenance"
H2123,זִיז,zeez,"abundance, wild beast"
H2124,זִיזָא,zee-zaw',Ziza
H2125,זִיזָה,zee-zaw',Zizah
H2126,זִינָא,zee-naw',Zina
H2127,זִ֫יעַ,zee'-ah,Zia
H2128,זִיף,zeef,Ziph
H2129,זִיפָה,zee-faw',Ziphah
H2130,זִיפִים,zee-fee',"Ziphim, Ziphite"
H2131,זִיקוֹת,zee-kaw',"chain, fetter, firebrand, spark"
H2132,זַ֫יִת,zay'-yith,"olive (tree, -yard), Olivet"
H2133,זֵיתָן,zay-thawn',Zethan
H2134,זָך,zak,"clean, pure"
H2135,זָכָה,zaw-kaw',"be (make) clean, cleanse, be clear, count pure"
H2136,זָכוּ,zaw-koo',innocency
H2137,זְכוֹכִית,zek-oo-keeth,crystal
H2138,זְכוּר,zaw-koor',"males, men-children"
H2139,זַכּוּר,zaw-koor',"Zaccur, Zacchur"
H2140,זַכָּי,zak-kah'-ee,Zaccai
H2141,זָכַך,zaw-kak',"be (make) clean, be pure(-r)"
H2142,זָכַר,zaw-kar',"X burn (incense), X earnestly, be male, (make) mention (of), be mindful, recount, record(-er), remember, make to be remembered, bring (call, come, keep, put) to (in) remembrance, X still, think on, X well"
H2143,זֵ֫כֶר,zay'-ker,"memorial, memory, remembrance, scent"
H2144,זָ֫כֶר,zeh'-ker,Zeker
H2145,זָכָר,zaw-kawr',"X him, male, man(child, -kind)"
H2146,זִכָּרוֹן,zik-rone',"memorial, record"
H2147,זִכְרִי,zik-ree',Zichri
H2148,זְכַרְיָה,zek-ar-yaw',"Zachariah, Zechariah"
H2149,זֻלּוּת,zool-looth',vilest
H2150,זַלְזַלִּים,zal-zal',sprig
H2151,זָלַל,zaw-lal',"blow down, glutton, riotous (eater), vile"
H2152,זִלְעָפוֹת,zal-aw-faw',"horrible, horror, terrible"
H2153,זִלְפָּה,zil-paw,Zilpah
H2154,זִמָּה,zim-maw',"heinous crime, lewd(-ly, -ness), mischief, purpose, thought, wicked (device, mind, -ness)"
H2155,זִמָּה,zim-maw',Zimmah
H2156,זְמֹרֵי,zem-o-raw',"vine, branch, slip"
H2157,זַמְזֻמִּים,zam-zome',Zamzummim
H2158,זָמִיר,zaw-meer',"psalm(-ist), singing, song"
H2159,זְמִיר,zaw-meer',branch
H2160,זְמִירָה,zem-ee-raw',Zemira
H2161,זָמַם,zaw-mam',"consider, devise, imagine, plot, purpose, think (evil)"
H2162,זָמָם,zaw-mawm',wicked device
H2163,זָמַן,zaw-man',appoint
H2164,זְמַן,zem-an',prepare
H2165,זְמָן,zem-awn',"season, time"
H2166,זְמָן,zem-awn',"season, time"
H2167,זָמַר,zaw-mar',"give praise, sing forth praises, psalms"
H2168,זָמַר,zaw-mar',prune
H2169,זָ֫מֶר,zeh'-mer,chamois
H2170,זְמָרָא,zem-awr',musick
H2171,זַמָּרַיָּא,zam-mawr',singer
H2172,זִמְרָה,zim-raw',"melody, psalm"
H2173,זִמְרַת,zim-raw',best fruit
H2174,זִמְרִי,zim-ree',Zimri
H2175,זִמְרָן,zim-rawn',Zimran
H2176,זִמְרָת,zim-rawth',song
H2177,NONE,zan,"divers kinds, X all manner of store"
H2178,NONE,zan,kind
H2179,זָנַב,zaw-nab',smite the hindmost
H2180,זָנָב,zaw-nawb',tail
H2181,זָנָה,zaw-naw',"(cause to) commit fornication, X continually, X great, (be an, play the) harlot, (cause to be, play the) whore, (commit, fall to) whoredom, (cause to) go a-whoring, whorish"
H2182,זָנ֫וֹחַ,zaw-no'-akh,Zanoah
H2183,זְנוּנִים,zaw-noon',whoredom
H2184,זְנוּת,zen-ooth',whoredom
H2185,זֹנוֹת,zo-noth',armour
H2186,זָנַח,zaw-nakh',"cast away (off), remove far away (off)"
H2187,זָנַק,zaw-nak',leap
H2188,זֵעַת,zay-aw',sweat
H2189,זַעֲוָה,zah-av-aw',"X removed, trouble"
H2190,זַעֲוָן,zah-av-awn',Zaavan
H2191,זְעֵיר,zeh-ayr',little
H2192,זְעֵירָה,zeh-ayr',little
H2193,זָעַך,zaw-ak',be extinct
H2194,זָעַם,zaw-am',"abhor, abominable, (be) angry, defy, (have) indignation"
H2195,זָ֫עַם,zah'-am,"angry, indignation, rage"
H2196,זָעַף,zaw-af',"fret, sad, worse liking, be wroth"
H2197,זַ֫עַף,zah'-af,"indignation, rage(-ing), wrath"
H2198,זָעֵף,zaw-afe',displeased
H2199,זָעַק,zaw-ak',"assemble, call (together), (make a) cry (out), come with such a company, gather (together), cause to be proclaimed"
H2200,זְעִק,zek'-eek,cry
H2201,זְעָקָה,zah'-ak,cry(-ing)
H2202,זִפְרֹ֫נָה,zi-frone',Ziphron
H2203,זָ֫פֶת,zeh'-feth,pitch
H2204,זָקֵן,zaw-kane',"aged man, be (wax) old (man)"
H2205,זָקֵן,zaw-kane',"aged, ancient (man), elder(-est), old (man, men and"
H2206,זָקָן,zaw-kawn',beard
H2207,זֹ֫קֶן,zo'-ken,age
H2208,זְקֻנִים,zaw-koon',old age:-old age
H2209,זִקְנָה,zik-naw',old (age)
H2210,זָקַף,zaw-kaf',raise (up)
H2211,זְקַף,zek-af',set up
H2212,זָקַק,zaw-kak',"fine, pour down, purge, purify, refine"
H2213,זֵר,zare,crown
H2214,זָרָא,zaw-raw',loathsome
H2215,זָרַב,zaw-rab',wax warm
H2216,זְרֻבָּבֶל,zer-oob-baw-bel',Zerubbabel
H2217,זְרֻבָּבֶל,zer-oob-baw-bel',Zerubbabel
H2218,זָ֫רֶד,zeh'-red,"Zared, Zered"
H2219,זָרָה,zaw-raw',"cast away, compass, disperse, fan, scatter (away), spread, strew, winnow"
H2220,זְר֫וֹעַ,zer-o'-ah,"arm, + help, mighty, power, shoulder, strength"
H2221,זֵר֫וּעַ,zay-roo'-ah,"sowing, thing that is sown"
H2222,זַרְזִיף,zar-zeef',water
H2223,זַרְזִיר,zar-zeer',+ greyhound
H2224,זָרַח,zaw-rakh',"arise, rise (up), as soon as it is up"
H2225,זֶ֫רַח,zeh'-rakh,rising
H2226,זָ֫רַח,zeh'-rakh,"Zarah, Zerah"
H2227,זַרְחִי,zar-khee',Zarchite
H2228,זְרַחְיָה,zer-akh-yaw',Zerahiah
H2229,זָרַם,zaw-ram',"carry away as with a flood, pour out"
H2230,זָ֫רֶם,zeh'-rem,"flood, overflowing, shower, storm, tempest"
H2231,זִרְמַת,zir-maw',issue
H2232,זָרַע,zaw-rah',"bear, conceive seed, set with sow(-er), yield"
H2233,זָ֫רַע,zeh'-rah,"X carnally, child, fruitful, seed(-time), sowing- time"
H2234,זְרַע,zer-ah',seed
H2235,זֵרֹעִים,zay-ro'-ah,pulse
H2236,זָרַק,zaw-rak',"be here and there, scatter, sprinkle, strew"
H2237,זָרַר,zaw-rar',sneeze
H2238,זֶ֫רֶשׁ,zeh'-resh,Zeresh
H2239,זָ֫רֶת,zeh'-reth,span
H2240,זַתּוּא,zat-too',Zattu
H2241,זֵתָם,zay-thawm',Zetham
H2242,זֵתַר,zay-thar',Zethar
H2243,חֹב,khobe,bosom
H2244,חָבָא,khaw-baw',"X held, hide (self), do secretly"
H2245,חָבַב,khaw-bab',love
H2246,חֹבָב,kho-bawb',Hobab
H2247,חָבָה,khaw-bah',hide (self)
H2248,חֲבוּלָה,khab-oo-law',hurt
H2249,חָבוֹר,khaw-bore',Habor
H2250,חַבּוּרָה,khab-boo-raw',"blueness, bruise, hurt, stripe, wound"
H2251,חָבַט,khaw-bat',"beat (off, out), thresh"
H2252,חֳבַיָּה,khab-ah-yaw',Habaiah
H2253,חֶבְיוֹן,kheb-yone',hiding
H2254,חָבַל,khaw-bal',"X at all, band, bring forth, (deal) corrupt(-ly), destroy, offend, lay & to (take a) pledge, spoil, travail, X very, withhold"
H2255,חֲבַל,khab-al',"destroy, hurt"
H2256,חֵ֫בֶל,kheh'-bel,"band, coast, company, cord, country, destruction, line, lot, pain, pang, portion, region, rope, snare, sorrow, tackling"
H2257,חֲבָל,khab-al',"damage, hurt"
H2258,חֲבֹל,khab-ole',pledge
H2259,חֹבֵל,kho-bale',"pilot, shipmaster"
H2260,חִבֵּל,khib-bale',mast
H2261,חֲבַצֶּ֫לֶת,khab-ats-tseh'-leth,rose
H2262,חֲבַצִּנְיָה,khab-ats-tsan-yaw',Habazaniah
H2263,חָבַק,khaw-bak',"embrace, fold"
H2264,חִבֻּק,khib-book',fold
H2265,חֲבַקּוּק,khab-ak-kook',Habakkuk
H2266,חָבַר,khaw-bar',"charm(- er), be compact, couple (together), have fellowship with, heap up, join (self, together), league"
H2267,חָ֫בֶר,kheh'-ber,"+ charmer(- ing), company, enchantment, X wide"
H2268,חָ֫בֶר,kheh'-ber,Heber
H2269,חַבְרִין,khab-ar',"companion, fellow"
H2270,חָבֵר,khaw-bare',"companion, fellow, knit together"
H2271,חַבָּרִים,khab-bawr',companion
H2272,חֲבַרְבֻּרֹת,khab-ar-boo-raw',spot
H2273,חַבְרָת,khab-raw',other
H2274,חֶבְרָה,kheb-raw',company
H2275,חֶבְרוֹן,kheb-rone',Hebron
H2276,חֶבְרוֹנִי,kheb-ro-nee',Hebronites
H2277,חֶבְרִי,kheb-ree',Heberites
H2278,חֲבֶ֫רֶת,khab-eh'-reth,companion
H2279,חֹבָ֫רֶת,kho-beh'-reth,"which coupleth, coupling"
H2280,חָבַשׁ,khaw-bash',"bind (up), gird about, govern, healer, put, saddle, wrap about"
H2281,חֲבִתִּים,khaw-bayth',pan
H2282,חָג,khag,"(solemn) feast (day), sacrifice, solemnity"
H2283,חָגָּא,khaw-gaw',terror
H2284,חָגָב,khaw-gawb',locust
H2285,חָגָב,khaw-gawb',Hagab
H2286,חֲגָבָה,khag-aw-baw',"Hagaba, Hagabah"
H2287,חָגַג,khaw-gag',"celebrate, dance, (keep, hold) a (solemn) feast (holiday), reel to and fro"
H2288,חַגְוֵי,khag-awv',cleft
H2289,חֲגוֹרֵי,khaw-gore',girded with
H2290,חֲגוֹר,khag-ore',"apron, armour, gird(-le)"
H2291,חַגִּי,khag-ghee',"Haggi, Haggites"
H2292,חַגַּי,khag-gah'-ee,Haggai
H2293,חַגִּיָּה,khag-ghee-yaw',Haggiah
H2294,חַגִּית,khag-gheeth',Haggith
H2295,חָגְלָה,khog-law',Hoglah
H2296,חָגַר,khaw-gar',"be able to put on, be afraid, appointed, gird, restrain, X on every side"
H2297,חַד,khad,one
H2298,חַד,khad,"a, first, one, together"
H2299,חַדָּה,khad,sharp
H2300,חָדַד,khaw-dad',"be fierce, sharpen"
H2301,חֲדַד,khad-ad',Hadad
H2302,חָדָה,khaw-daw',"make glad, be joined, rejoice"
H2303,חַדּוּדֵי,khad-dood',sharp
H2304,חֶדְוָה,khed-vaw',"gladness, joy"
H2305,חֶדְוָה,khed-vaw',joy
H2306,NONE,khad-ee',breast
H2307,חָדִיד,khaw-deed',Hadid
H2308,חָדַל,khaw-dal',"cease, end, fall, forbear, forsake, leave (off), let alone, rest, be unoccupied, want"
